Postal District,Average Price,Date
G78,"£158,491",20200417
G79,,20200417
G80,,20200417
G81,"£121,084",20200417
G82,"£172,651",20200417
G83,"£148,921",20200417
G84,"£235,754",20200417
G90,,20200417
GIR,,20200417
GL1,"£181,242",20200417
GL2,"£269,059",20200417
GL3,"£263,527",20200417
GL4,"£251,793",20200417
GL5,"£305,447",20200417
GL6,"£448,790",20200417
GL7,"£422,819",20200417
GL8,"£427,987",20200417
GL9,"£514,204",20200417
GL10,"£311,347",20200417
GL11,"£308,188",20200417
GL12,"£372,739",20200417
GL13,"£332,906",20200417
GL14,"£232,961",20200417
GL15,"£281,345",20200417
GL16,"£249,540",20200417
GL17,"£277,082",20200417
GL18,"£315,209",20200417
GL19,"£427,833",20200417
GL20,"£298,775",20200417
GL50,"£337,607",20200417
GL51,"£267,314",20200417
GL52,"£343,137",20200417
GL53,"£461,959",20200417
GL54,"£488,840",20200417
GL55,"£575,497",20200417
GL56,"£461,514",20200417
GU1,"£577,614",20200417
GU2,"£457,232",20200417
GU3,"£662,802",20200417
GU4,"£647,961",20200417
GU5,"£923,170",20200417
GU6,"£592,893",20200417
GU7,"£527,006",20200417
GU8,"£769,056",20200417
GU9,"£506,365",20200417
GU10,"£811,419",20200417
GU11,"£298,912",20200417
GU12,"£341,440",20200417
GU13,,20200417
GU14,"£349,548",20200417
GU15,"£488,861",20200417
GU16,"£429,382",20200417
GU17,"£398,777",20200417
GU18,"£535,468",20200417
GU19,"£432,020",20200417
GU20,"£735,580",20200417
GU21,"£452,149",20200417
GU22,"£562,686",20200417
GU23,"£677,173",20200417
GU24,"£628,964",20200417
GU25,"£1,433,841",20200417
GU26,"£611,530",20200417
GU27,"£675,303",20200417
GU28,"£712,585",20200417
GU29,"£529,484",20200417
GU30,"£540,310",20200417
GU31,"£561,523",20200417
GU32,"£505,884",20200417
GU33,"£538,993",20200417
GU34,"£495,701",20200417
GU35,"£390,764",20200417
GU46,"£420,087",20200417
GU47,"£411,074",20200417
GU51,"£481,169",20200417
GU52,"£462,867",20200417
GU95,,20200417
GY1,—,20200417
GY2,—,20200417
GY3,—,20200417
GY4,—,20200417
GY5,—,20200417
GY6,—,20200417
GY7,—,20200417
GY8,—,20200417
GY9,—,20200417
GY10,—,20200417
